Symbol,name,Name,Sector,industry,Summary Quote
BTEC,principal healthcare innovators index etf,Principal Healthcare Innovators Index ETF,n/a,n/a,http://www.nasdaq.com/symbol/btec
GENY,principal millennials index etf,Principal Millennials Index ETF,n/a,n/a,http://www.nasdaq.com/symbol/geny
PSET,principal price setters index etf,Principal Price Setters Index ETF,n/a,n/a,http://www.nasdaq.com/symbol/pset
PY,principal shareholder yield index etf,Principal Shareholder Yield Index ETF,n/a,n/a,http://www.nasdaq.com/symbol/py
PSC,principal u.s. small cap index etf,Principal U.S. Small Cap Index ETF,n/a,n/a,http://www.nasdaq.com/symbol/psc
PVTB,"privatebancorp, inc.","PrivateBancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/pvtb
PVTBP,"privatebancorp, inc.","PrivateBancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/pvtbp
PDEX,"pro-dex, inc.","Pro-Dex, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
IPDN,"professional diversity network, inc.","Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PFIE,"profire energy, inc.","Profire Energy, Inc.",Energy,Metal Fabrications,http://www.nasdaq.com/symbol/pfie
PGNX,progenics pharmaceuticals inc.,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRGS,progress software corporation,Progress Software Corporation,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PFPT,"proofpoint, inc.","Proofpoint, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRPH,"prophase labs, inc.","ProPhase Labs, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,proqr therapeutics n.v.,ProQR Therapeutics N.V.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
BIB,proshares ultra nasdaq biotechnology,ProShares Ultra Nasdaq Biotechnology,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,proshares ultrapro nasdaq biotechnology,Proshares UltraPro Nasdaq Biotechnology,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,proshares ultrapro qqq,ProShares UltraPro QQQ,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,proshares ultrapro short nasdaq biotechnology,ProShares UltraPro Short NASDAQ Biotechnology,n/a,n/a,http://www.nasdaq.com/symbol/zbio
SQQQ,proshares ultrapro short qqq,ProShares UltraPro Short QQQ,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,proshares ultrashort nasdaq biotechnology,ProShares UltraShort Nasdaq Biotechnology,n/a,n/a,http://www.nasdaq.com/symbol/bis
PSEC,prospect capital corporation,Prospect Capital Corporation,n/a,n/a,http://www.nasdaq.com/symbol/psec
PTGX,"protagonist therapeutics, inc.","Protagonist Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PRTO,"proteon therapeutics, inc.","Proteon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"proteostasis therapeutics, inc.","Proteostasis Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,prothena corporation plc,Prothena Corporation plc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PVBC,"provident bancorp, inc.","Provident Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,"provident financial holdings, inc.","Provident Financial Holdings, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,"prudential bancorp, inc.","Prudential Bancorp, Inc.",Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSDV,psivida corp.,pSivida Corp.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,psychemedics corporation,Psychemedics Corporation,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,ptc inc.,PTC Inc.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"ptc therapeutics, inc.","PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,"pulmatrix, inc.","Pulmatrix, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"pulse biosciences, inc","Pulse Biosciences, Inc",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PBYI,puma biotechnology inc,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCYO,pure cycle corporation,Pure Cycle Corporation,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
IMED,purefunds etfx healthtech etf,PureFunds ETFx HealthTech ETF,n/a,n/a,http://www.nasdaq.com/symbol/imed
FINQ,purefunds solactive fintech etf,Purefunds Solactive FinTech ETF,n/a,n/a,http://www.nasdaq.com/symbol/finq
PXS,pyxis tankers inc.,Pyxis Tankers Inc.,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,qad inc.,QAD Inc.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,qad inc.,QAD Inc.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"qcr holdings, inc.","QCR Holdings, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,qiagen n.v.,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,qiwi plc,QIWI plc,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,"qorvo, inc.","Qorvo, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,qualcomm incorporated,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"quality systems, inc.","Quality Systems, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,qualstar corporation,Qualstar Corporation,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"qualys, inc.","Qualys, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,"quantenna communications, inc.","Quantenna Communications, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QRHC,quest resource holding corporation.,Quest Resource Holding Corporation.,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,quicklogic corporation,QuickLogic Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,quidel corporation,Quidel Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QPAC,quinpario acquisition corp. 2,Quinpario Acquisition Corp. 2,Finance,Business Services,http://www.nasdaq.com/symbol/qpac
QPACU,quinpario acquisition corp. 2,Quinpario Acquisition Corp. 2,Finance,Business Services,http://www.nasdaq.com/symbol/qpacu
QPACW,quinpario acquisition corp. 2,Quinpario Acquisition Corp. 2,Finance,Business Services,http://www.nasdaq.com/symbol/qpacw
QNST,"quinstreet, inc.","QuinStreet, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,qumu corporation,Qumu Corporation,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QTNT,quotient limited,Quotient Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,r.r. donnelley & sons company,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RCM,r1 rcm inc.,R1 RCM Inc.,n/a,n/a,http://www.nasdaq.com/symbol/rcm
RARX,"ra pharmaceuticals, inc.","Ra Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,rada electronic industries ltd.,RADA Electronic Industries Ltd.,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,radcom ltd.,Radcom Ltd.,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
ROIA,"radio one, inc.","Radio One, Inc.",Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roia
ROIAK,"radio one, inc.","Radio One, Inc.",Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roiak
RSYS,radisys corporation,RadiSys Corporation,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"radius health, inc.","Radius Health, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"radnet, inc.","RadNet, Inc.",Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,radware ltd.,Radware Ltd.,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
METC,"ramaco resources, inc.","Ramaco Resources, Inc.",Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
RMBS,"rambus, inc.","Rambus, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,rand capital corporation,Rand Capital Corporation,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"rand logistics, inc.","Rand Logistics, Inc.",Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,randgold resources limited,Randgold Resources Limited,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,"randolph bancorp, inc.","Randolph Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,"rapid7, inc.","Rapid7, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,"rave restaurant group, inc.","Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"raven industries, inc.","Raven Industries, Inc.",Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
ROLL,rbc bearings incorporated,RBC Bearings Incorporated,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"rci hospitality holdings, inc.","RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"rcm technologies, inc.","RCM Technologies, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,reading international inc,Reading International Inc,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,reading international inc,Reading International Inc,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"real goods solar, inc.","Real Goods Solar, Inc.",Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,"real industry, inc. ","Real Industry, Inc. ",Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,"realnetworks, inc.","RealNetworks, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"realpage, inc.","RealPage, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,"reata pharmaceuticals, inc.","Reata Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
RCON,"recon technology, ltd.","Recon Technology, Ltd.",Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"recro pharma, inc.","Recro Pharma, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"red robin gourmet burgers, inc.","Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"red rock resorts, inc.","Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDHL,redhill biopharma ltd.,Redhill Biopharma Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,"regeneron pharmaceuticals, inc.","Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,regenxbio inc.,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,regulus therapeutics inc.,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"reis, inc","Reis, Inc",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"reliv&#39; international, inc.","Reliv&#39; International, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"remark media, inc.","Remark Media, Inc.",Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,renasant corporation,Renasant Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"renewable energy group, inc.","Renewable Energy Group, Inc.",Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RNVA,"rennova health, inc.","Rennova Health, Inc.",Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
RNVAZ,"rennova health, inc.","Rennova Health, Inc.",Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
RCII,rent-a-center inc.,Rent-A-Center Inc.,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"rentech, inc.","Rentech, Inc.",Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RGEN,repligen corporation,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,repros therapeutics inc.,Repros Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,"republic bancorp, inc.","Republic Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"republic first bancorp, inc.","Republic First Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
RSAS,resaas services inc.,RESAAS Services Inc.,n/a,n/a,http://www.nasdaq.com/symbol/rsas
REFR,research frontiers incorporated,Research Frontiers Incorporated,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,resonant inc.,Resonant Inc.,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,"resources connection, inc.","Resources Connection, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
ROIC,retail opportunity investments corp.,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
SALE,"retailmenot, inc.","RetailMeNot, Inc.",Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RTRX,"retrophin, inc.","Retrophin, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"revance therapeutics, inc.","Revance Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,"reven housing reit, inc.","Reven Housing REIT, Inc.",Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RBIO,"revo biologics, inc.","rEVO Biologics, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/rbio
RVLT,"revolution lighting technologies, inc.","Revolution Lighting Technologies, Inc.",Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,rewalk robotics ltd,ReWalk Robotics Ltd,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,rex energy corporation,Rex Energy Corporation,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"rf industries, ltd.","RF Industries, Ltd.",Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,rgc resources inc.,RGC Resources Inc.,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,ricebran technologies,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,ricebran technologies,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"richardson electronics, ltd.","Richardson Electronics, Ltd.",Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"rigel pharmaceuticals, inc.","Rigel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
NAME,"rightside group, ltd.","Rightside Group, Ltd.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name
RNET,"rignet, inc.","RigNet, Inc.",Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RTTR,"ritter pharmaceuticals, inc.","Ritter Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,riverview bancorp inc,Riverview Bancorp Inc,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"rlj entertainment, inc.","RLJ Entertainment, Inc.",Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,rmg networks holding corporation,RMG Networks Holding Corporation,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,robo global robotics and automation index etf,ROBO Global Robotics and Automation Index ETF,n/a,n/a,http://www.nasdaq.com/symbol/robo
FUEL,rocket fuel inc.,Rocket Fuel Inc.,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RMTI,"rockwell medical, inc.","Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"rocky brands, inc.","Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"rocky mountain chocolate factory, inc.","Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
ROKA,"roka bioscience, inc.","Roka Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
RTNB,"root9b holdings, inc. ","root9B Holdings, Inc. ",Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rtnb
ROSG,rosetta genomics ltd.,Rosetta Genomics Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"ross stores, inc.","Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RBPAA,"royal bancshares of pennsylvania, inc.","Royal Bancshares of Pennsylvania, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"royal gold, inc.","Royal Gold, Inc.",Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,rpx corporation,RPX Corporation,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,"rti surgical, inc.","RTI Surgical, Inc.",Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"rubicon technology, inc.","Rubicon Technology, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,"rush enterprises, inc.","Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"rush enterprises, inc.","Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"ruth&#39;s hospitality group, inc.","Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,rxi pharmaceuticals corporation,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,rxi pharmaceuticals corporation,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
RYAAY,ryanair holdings plc,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"s&t bancorp, inc.","S&T Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,s&w seed company,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCAC,saban capital acquisition corp.,Saban Capital Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/scac
SCACU,saban capital acquisition corp.,Saban Capital Acquisition Corp.,n/a,n/a,http://www.nasdaq.com/symbol/scacu
SCACW,saban capital acquisition corp.,Saban Capital Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
SBRA,"sabra healthcare reit, inc.","Sabra Healthcare REIT, Inc.",Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"sabra healthcare reit, inc.","Sabra Healthcare REIT, Inc.",Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,sabre corporation,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"saexploration holdings, inc.","SAExploration Holdings, Inc.",Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"safety insurance group, inc.","Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"sage therapeutics, inc.","Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SAIA,"saia, inc.","Saia, Inc.",Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SAJA,"sajan, inc.","Sajan, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
SALM,"salem media group, inc.","Salem Media Group, Inc.",Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"salisbury bancorp, inc.","Salisbury Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"sanderson farms, inc.","Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SASR,"sandy spring bancorp, inc.","Sandy Spring Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"sangamo therapeutics, inc.","Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,sanmina corporation,Sanmina Corporation,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,sanofi,Sanofi,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,sapiens international corporation n.v.,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"sarepta therapeutics, inc.","Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"sb financial group, inc.","SB Financial Group, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"sb financial group, inc.","SB Financial Group, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,sba communications corporation,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac
SCSC,"scansource, inc.","ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"schmitt industries, inc.","Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"schnitzer steel industries, inc.","Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,scholastic corporation,Scholastic Corporation,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"sciclone pharmaceuticals, inc.","SciClone Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,scientific games corp,Scientific Games Corp,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SNI,"scripps networks interactive, inc","Scripps Networks Interactive, Inc",Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,"scynexis, inc.","SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"seachange international, inc.","SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,seacoast banking corporation of florida,Seacoast Banking Corporation of Florida,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,seagate technology plc,Seagate Technology PLC,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,seanergy maritime holdings corp,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHIPW,seanergy maritime holdings corp,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
SRSC,sears canada inc. ,Sears Canada Inc. ,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
SHLD,sears holdings corporation,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,sears holdings corporation,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"sears hometown and outlet stores, inc.","Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,seaspine holdings corporation,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"seattle genetics, inc.","Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"second sight medical products, inc.","Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
SCWX,secureworks corp.,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,security national financial corporation,Security National Financial Corporation,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,sei investments company,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"select bancorp, inc.","Select Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SCSS,select comfort corporation,Select Comfort Corporation,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SIR,select income reit,Select Income REIT,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SELB,"selecta biosciences, inc.","Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SIGI,"selective insurance group, inc.","Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,semileds corporation,SemiLEDS Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,semtech corporation,Semtech Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,seneca foods corp.,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,seneca foods corp.,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNES,"senestech, inc.","SenesTech, Inc.",Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
SNH,senior housing properties trust,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
